SMILES	Name	fsp3	hac	hba	hbd	mollogp	mw	narom	psa	qed	sascore
O=C(COC(=O)c1ccccc1Cl)NCCc1ccc(Cl)cc1	ZINC03507115	0.176	23	4	1	3.509	351.043	2	55.4	0.791	1.671
COc1ccc(C2CC(C(F)(F)F)n3ncc(C(=O)N4CCN(c5ccccc5)CC4)c3N2)cc1OC	ZINC03012466	0.385	37	8	1	4.523	515.214	3	71.86	0.515	3.531
CCSCCOC(=O)C1=C(C)Nc2ncnn2C1c1cccc(C)c1	ZINC04987244	0.389	25	6	1	3.172	358.146	2	69.04	0.623	3.346
Cc1cccc(C)c1NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)Oc1ccccc1	ZINC00871695	0.154	32	6	3	5.123	427.19	4	83.22	0.383	2.569
O=c1cc(C[NH+]2CCN(c3ccc(F)cc3)CC2)c2cc(Cl)ccc2o1	ZINC05265410	0.25	26	4	1	2.491	373.112	3	37.89	0.716	3.218
CCOC(=O)c1cnc(N/N=C(/CC(=O)c2cccs2)C(F)(F)F)s1	ZINC05274682	0.286	25	6	1	3.985	391.027	2	80.65	0.322	2.95
CC1CCCC(NC(=O)Cn2cc(C(F)(F)F)ccc2=O)C1C	ZINC05325089	0.625	23	4	1	2.808	330.156	1	51.1	0.92	3.243
Cn1cc(NC(=O)COc2ccc(C(F)(F)F)cc2)cn1	ZINC52643972	0.231	21	5	1	2.456	299.088	2	56.15	0.943	1.983
CC(=O)c1ccc(NC(=O)COc2cc(C)ccc2Cl)cc1	ZINC03494308	0.176	22	4	1	3.869	317.082	2	55.4	0.824	1.67
CC(C)Oc1ccccc1/C=C1/C(=O)NN(c2cccc(Br)c2)C1=O	ZINC05381422	0.158	25	5	1	3.698	400.042	2	58.64	0.611	2.345
C[NH2+]C1CCCN(c2cccnn2)C1	ZINC53205008	0.6	14	4	2	-0.361	193.145	1	45.63	0.723	3.995
C=CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=c2/sc3nc(-c4ccc(Cl)cc4Cl)nn3c2=O)cc1	ZINC01816589	0.034	39	7	0	6.09	571.064	6	74.31	0.215	2.716
COc1ccc(C2CC(=O)C3=C(C2)OC2=C(C(=O)CC(c4ccc(OC)cc4)C2)C3c2ccc(OC)c(OC)c2)cc1	ZINC01904987	0.314	42	7	0	6.636	566.23	3	80.29	0.32	3.471
CCC1CN(C(C)=O)CCC1CC(=O)NCc1ccc2c(c1)OCO2	ZINC05414209	0.579	25	6	1	2.316	346.189	1	67.87	0.89	3.058
COc1cccc(CN(C)C(=O)NCCc2ccc(Cl)cc2)c1	ZINC17112509	0.278	23	4	1	3.733	332.129	2	41.57	0.85	1.79
COc1ccccc1CNC(=O)CSc1cc(Cl)ccc1Cl	ZINC05460140	0.188	22	3	1	4.411	355.02	2	38.33	0.746	1.867
COc1ccc(-n2c(=O)[nH]c(=O)c3c2NC[NH+](C2CCCC2)C3)cc1	ZINC05487454	0.444	25	7	3	0.245	343.177	2	80.56	0.764	3.952
O=C(COc1ccc(NC(=O)C2CC2)cc1)Nc1ccc(Br)cc1	ZINC54245582	0.222	24	5	2	3.815	388.042	2	67.43	0.765	1.658
C[NH2+]C1(c2nnnn2-c2ccccc2C)CCCC1	ZINC05509771	0.5	19	5	2	0.933	258.172	2	60.21	0.904	3.312
CN(CCC(=O)N(CCc1ccccc1)CC1CC[NH+](C)CC1)C1CCS(=O)(=O)C1	ZINC55090440	0.696	30	6	1	0.491	436.263	1	62.13	0.625	3.833
CSc1nnc(CC2CCN(C(=O)c3ccc(C)cc3F)CC2)n1C	ZINC55183275	0.5	25	5	0	3.079	362.158	2	51.02	0.775	2.358
CCCCC1=NC(=O)C2(CCN(C(=O)c3cc(F)cc(Cl)c3)CC2)N1	ZINC55211718	0.5	25	5	1	3.172	365.131	1	61.77	0.878	3.333
CCS(=O)(=O)c1ncc(CN2CCCC2c2ccccn2)n1CCOC	ZINC15078183	0.556	26	7	0	2.055	378.173	2	77.32	0.703	3.134
CCc1ccc(NC(=O)C(C)Sc2nc(CC)c(C#N)c(=O)[nH]2)cc1	ZINC05239001	0.333	25	6	2	2.886	356.131	2	98.64	0.608	2.85
COc1ccc(N2CC[NH+](C3CCCN(CC4=Cc5cccc(OC)c5OC4)C3)CC2)cc1	ZINC22851660	0.481	33	6	1	2.349	450.276	2	38.61	0.732	3.901
COc1ccc(Cl)cc1C(=O)NCC1COc2ccccc2O1	ZINC05630966	0.235	23	5	1	2.918	333.077	2	56.79	0.926	2.419
CSc1ncccc1C(=O)Nc1ccc(C)cc1Cl	ZINC05637342	0.143	19	3	1	4.018	292.044	2	41.99	0.838	1.917
Cn1c2c([nH]c(=S)n2CC2CCCCC2)c(=O)n(C)c1=O	ZINC06494513	0.643	21	6	1	1.677	308.131	2	64.72	0.866	2.789
O=C1C[NH+](CCc2ccccc2)CC(=O)N2C(c3ccccc3)CCCN12	ZINC05707524	0.364	27	5	1	1.235	364.203	2	45.06	0.898	3.92
CC(C)c1ccc(-c2cc(C(=O)NN=C3CC[NH+](C(C)C)CC3)c3ccccc3n2)cc1	ZINC05727530	0.37	32	5	2	4.198	429.265	3	58.79	0.574	3.174
Cc1ccc(-c2cc(=O)[nH]c(Nc3ccc(Cl)c(F)c3)n2)cc1	ZINC57342129	0.059	23	4	2	4.281	329.073	3	57.78	0.723	2.271
Cc1ccsc1C(=O)OCc1nc2sc(C)c(C)c2c(=O)[nH]1	ZINC08457882	0.267	22	5	1	3.328	334.045	3	72.05	0.732	2.498
CC(NCc1cccc(C(F)(F)F)c1)C(=O)Nc1cccc(C#N)c1	ZINC57406486	0.222	25	4	2	3.694	347.125	2	64.92	0.843	2.492
C[NH2+]C1CCN(Cc2ccccc2F)CC1	ZINC37241451	0.538	16	2	2	0.983	223.161	1	19.85	0.821	2.927
CC1CCCC(NC(=O)COC(=O)c2ccccc2OCCOc2ccccc2)C1C	ZINC05785811	0.44	31	6	1	4.242	425.22	2	73.86	0.461	2.983
O=C(CN1c2cccc3cccc(c23)S1(=O)=O)NCc1ccc(OC(F)F)cc1	ZINC15812323	0.15	29	6	1	3.266	418.08	3	75.71	0.656	2.377
CCc1cccc(C)c1NC(=O)COC(=O)c1ccc2c(c1)nnn2CC	ZINC05805083	0.3	27	7	1	3.118	366.169	3	86.11	0.669	2.185
CC(=O)NCC(=O)OCc1ccc(C(C)(C)C)cc1	ZINC00515328	0.467	19	4	1	2.163	263.152	1	55.4	0.85	1.853
COc1cc(/C=C2/C(=O)NC(=O)c3ccccc32)cc(OC)c1OC(F)F	ZINC15662074	0.158	27	6	1	3.116	375.092	2	73.86	0.634	2.356
CCc1nc2cc(NC(=O)CCC3CCCO3)ccc2o1	ZINC58063045	0.5	21	5	1	3.288	288.147	2	64.36	0.901	2.681
FC(F)(F)c1cccc(-c2noc(CSc3nnnn3CCc3cccs3)n2)c1	ZINC10985499	0.235	29	7	0	4.338	438.054	4	82.52	0.38	2.59
FC(F)Oc1cc(Cl)ccc1C1=Nc2ncnn2C(c2ccc(Cl)cc2)C1	ZINC02918979	0.167	27	5	0	5.3	408.036	3	52.3	0.567	3.095
O=C(Cc1c(Cl)cccc1Cl)Oc1ccc(OCc2ccccc2)cc1	ZINC03320622	0.095	26	3	0	5.721	386.048	3	35.53	0.393	1.819
CCCn1c(=O)[nH]nc1SC(C(=O)c1c[nH]c2ccccc12)c1ccccc1	ZINC07191753	0.19	28	6	2	4.179	392.131	4	83.54	0.351	2.825
O=C(Nc1ccc2c(c1)OCO2)N1CCN(Cc2cccc([N+](=O)[O-])c2)CC1	ZINC58147729	0.316	28	9	1	2.673	384.143	2	97.18	0.64	2.111
Clc1ccc(NC2=NN=C(c3ccccc3)CS2)cc1Cl	ZINC05859393	0.067	21	3	1	4.912	335.005	2	36.75	0.809	2.282
CC1CC(C)CN(S(=O)(=O)c2ccc(C(=O)N3CCN(C(=O)c4ccccc4)CC3)cc2)C1	ZINC13072255	0.44	33	7	0	2.951	469.204	2	78	0.683	2.801
O=C(C1CC(c2ccccc2)=NO1)N1CCCC(CN2CCN(c3cccc[nH+]3)CC2)C1	ZINC58167929	0.48	32	7	1	2.054	434.256	2	62.52	0.726	3.899
COc1ccc(C(C)=O)cc1CSc1nnc(-c2ccco2)n1C1CCCCC1	ZINC05866614	0.409	29	6	0	5.547	411.162	3	70.15	0.365	2.392
O=C(Nc1nc(-c2ccco2)cs1)c1cccc(N2CCNC2=O)c1	ZINC53290309	0.118	25	7	2	3.185	354.079	3	87.47	0.742	2.331
Cc1ccc(CN(Cc2ccco2)C(=O)Nc2ccccc2C(C)C)s1	ZINC58330100	0.286	26	4	1	6.007	368.156	3	45.48	0.574	2.297
C=CCNC(=O)c1ccccc1NC(=O)CCn1ncc(=O)c2ccccc21	ZINC52938497	0.143	28	7	2	2.341	376.154	3	93.09	0.62	2.244
CC1CC1c1ccc(CN(C)S(=O)(=O)c2c(Cl)nc3ccccn32)o1	ZINC54828637	0.353	25	6	0	3.525	379.076	3	67.82	0.664	3.462
Cc1csc(C(O)(CC(=O)NCCc2ccccc2C)C(F)(F)F)n1	ZINC58378028	0.412	25	4	2	3.259	372.112	2	62.22	0.805	2.955
CCn1c2ccccc2c2cc(NC(=O)COC3CCCC3)ccc21	ZINC58394095	0.381	25	4	1	4.712	336.184	3	43.26	0.7	2.072
CC(NC(=O)CSc1cccc[n+]1[O-])c1cc2c(cc1Br)OCCO2	ZINC58417414	0.294	25	6	1	2.823	424.009	2	74.5	0.45	3.147
O=C(NNc1c(Cl)cc(Cl)cc1Cl)C1CCN(c2ncccn2)CC1	ZINC42195860	0.312	25	6	2	3.797	399.042	2	70.15	0.741	2.379
Cc1cc2n(n1)C(c1cc(C(C)(C)C)c(O)cc1O)Nc1c(C)cc(C)cc1-2	ZINC06044067	0.348	28	5	3	5.156	377.21	3	70.31	0.527	3.576
CCOc1cc(-c2ccc(O)cc2)c/c(=N/c2ccc(C)cc2)c2c(C)oc(C)c21	ZINC05906037	0.192	30	4	1	6.362	399.183	4	54.96	0.435	2.632
CSCCC(C(=O)Nc1cccc(C(=O)[O-])c1)N1C(=O)c2ccccc2C1=O	ZINC05919089	0.2	28	7	1	1.406	397.086	2	106.61	0.716	2.985
Cc1cc(C)c(-c2csc(NC(=O)Cn3cnc4cc(F)ccc4c3=O)n2)c(C)c1	ZINC31780569	0.182	30	6	1	4.223	422.121	4	76.88	0.513	2.37
CN(C)C(=O)C[NH+](C)Cc1ncc(C(C)(C)C)o1	ZINC58745541	0.692	18	5	1	0.075	254.187	1	50.78	0.85	4.295
CC(=O)N1CCN(CC(=O)N(C)C)CC1	ZINC58874595	0.8	15	5	0	-0.761	213.148	0	43.86	0.633	1.9
Cc1ccc(COc2ccc(/C=N/NC(=O)CCC(O)c3ccccc3)cc2)cc1	ZINC58888865	0.2	30	5	2	4.538	402.194	3	70.92	0.39	2.46
O=[N+]([O-])c1ccc(OCc2nc3ccccc3o2)c(F)c1	ZINC47355113	0.071	21	6	0	3.454	288.055	3	78.4	0.531	2.085
CCCOc1ccc(NC(=O)CC2CCS(=O)(=O)C2)cc1	ZINC04392700	0.533	21	5	1	2.239	311.119	1	72.47	0.876	2.465
Cc1ccc(C)c(S(=O)(=O)NCC(=O)N2CCN(c3ccccc3)CC2)c1	ZINC00630578	0.35	27	6	1	1.931	387.162	2	69.72	0.856	1.988
Cc1ccc(Cl)cc1NC(=O)COC(=O)CC(C)(C)CC1=NS(=O)(=O)c2ccccc2N1	ZINC08608507	0.318	32	8	2	4.149	477.113	2	113.93	0.557	2.731
O=C1c2ccccc2S(=O)(=O)N1CCCCCBr	ZINC02145736	0.417	18	4	0	2.396	330.988	1	54.45	0.615	2.404
COc1c(Br)c2ccccc2cc1C(=O)Nc1cc(C(=O)[O-])ccc1C	ZINC20139227	0.1	26	5	1	3.535	412.018	3	78.46	0.693	2.408
COC(=O)C(=O)NNc1ccc([N+](=O)[O-])cc1	ZINC59700185	0.111	17	8	2	0.211	239.054	1	110.57	0.346	2.176
O=C(NCC(F)(F)F)c1cccc(S(=O)(=O)[N-]c2ccccc2-n2cnnn2)c1	ZINC59777412	0.125	29	9	1	2.348	425.064	3	120.94	0.648	3.181
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)N(C)Cc3ccccc3)cc2)cc1	ZINC00675446	0.136	28	5	1	4.068	394.135	3	66.48	0.66	1.723
O=C(CCCc1cccs1)Nc1cccc(C(=O)N=c2[nH]c3ccccc3[nH]2)c1	ZINC59893545	0.136	29	6	3	4.26	404.131	4	90.11	0.43	2.562
C=C(Br)CSc1nnc2n1c1ccccc1c(=O)n2CCC	ZINC59926203	0.267	22	5	0	3.455	378.015	3	52.19	0.624	2.532
N#Cc1ccc(N2CCCC(CNS(N)(=O)=O)C2)nc1	ZINC60378776	0.5	20	7	3	-0.037	295.11	1	112.11	0.833	2.91
O=[N+]([O-])c1ccc(-c2nnc(CSc3nncn3-c3ccccc3)o2)cc1	ZINC07677521	0.059	27	9	0	3.518	380.069	4	112.77	0.277	2.328
Cc1cc(C)c(C)c(S(=O)(=O)N2CCN(C(=O)C3CC3C)CC2)c1C	ZINC14692563	0.632	25	5	0	2.409	364.182	1	57.69	0.828	3.015
CC(=O)NC12CC3CC(C1)CC(C(=O)NCC(c1ccco1)[NH+](C)C)(C3)C2	ZINC06083406	0.714	27	6	3	1.057	374.244	1	75.78	0.706	5.547
O=CC(=O)c1ccco1	ZINC06093488	0	9	3	0	0.661	124.016	1	47.28	0.336	2.498
CN(Cc1ccc(Cl)s1)C(=O)CCc1ccsc1	ZINC60668950	0.308	18	2	0	4.054	299.021	2	20.31	0.786	2.328
O=C(NCc1ccccc1Cn1cccn1)C1CCC(=O)NC1	ZINC47794908	0.353	23	6	2	1.074	312.159	2	76.02	0.879	2.779
Cc1ccc(C)c(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1	ZINC00937641	0.368	27	6	1	3.279	408.118	2	83.55	0.809	1.955
COc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(Br)cc2)c2ccc(F)cc2)cc1OC	ZINC00982658	0.136	32	7	1	4.439	522.026	3	84.94	0.452	2.06
CCOC(=O)N1CCN(S(=O)(=O)c2cc(OC)ccc2OC)CC1	ZINC01017812	0.533	24	8	0	1.167	358.12	1	85.38	0.795	1.953
CN(C)c1c(F)cc(NC(=O)N2CCN(CC(F)F)CC2)cc1F	ZINC61775445	0.533	24	5	1	2.445	348.157	1	38.82	0.85	2.483
CCc1ccccc1N(CC(=O)Nc1cc(Cl)ccc1C)S(C)(=O)=O	ZINC01173106	0.278	25	5	1	3.616	380.096	2	66.48	0.811	2.034
C=C1CCC2C(CN3CCN(c4ccccc4)CC3)C(=O)OC2C2C1CC1OC12C	ZINC61991184	0.64	30	5	0	3.11	408.241	1	45.31	0.431	4.361
COc1ccc(S(=O)(=O)NC(C)C(N)=O)cc1	ZINC04869886	0.3	17	6	3	-0.153	258.067	1	98.49	0.791	2.213
O=C1C(Cl)=C(Cl)C(=O)N1C1CCS(=O)(=O)C1	ZINC04387311	0.5	16	5	0	0.231	282.947	0	71.52	0.662	3.21
Cc1ccc(-c2c(C(=O)[O-])nnn2Cc2ccccc2)cc1	ZINC62273629	0.118	22	5	0	1.665	292.109	3	70.84	0.739	2.319
CN(Cc1ccccc1)S(=O)(=O)c1ccc2[nH]cc(C(=O)N3CCC4(CC3)OCCO4)c(=O)c2c1	ZINC06181007	0.36	35	9	1	2.328	497.162	3	109.01	0.58	3.071
COc1ccc(OC)c(NC(=O)CN(c2cc(C(F)(F)F)ccc2Cl)S(C)(=O)=O)c1	ZINC01138249	0.278	30	7	1	3.781	466.058	2	84.94	0.651	2.26
CN(C)c1ccc(CNC(=O)C2CCCN(S(=O)(=O)c3c[nH]cn3)C2)cc1	ZINC04925421	0.444	27	8	2	1.193	391.168	2	98.4	0.78	3.04
O=[N+]([O-])c1ccccc1C1Nc2ccccc2-c2nc3ccccc3n21	ZINC12491172	0.05	26	6	1	4.584	342.112	4	72.99	0.408	2.815
Cc1ccc(-c2cc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)c3ccccc3n2)cc1C	ZINC02767755	0.12	32	6	3	4.096	445.146	4	102.15	0.465	2.052
Cc1cc(OC(=O)c2cccc(Cl)c2)cc2c1C(=O)/C(=C/c1cc(Cl)cc3c1OCOC3)O2	ZINC41358553	0.12	33	6	0	6.004	482.032	3	71.06	0.256	2.86
O=C(Nc1ccc2occc(=O)c2c1)c1cccc(F)c1	ZINC41430979	0	21	4	1	3.184	283.064	3	59.31	0.774	1.959
CCOc1ccccc1/C=C1/Oc2c(c(C)cc(O)c2C[NH+]2CCCCC2C)C1=O	ZINC41511319	0.4	30	5	2	3.673	408.217	2	60.2	0.721	4.234
Cc1cc2c(c3c1C(=O)/C(=C/c1ccccc1C)O3)CN(C1CCS(=O)(=O)C1)CO2	ZINC41647797	0.348	30	6	0	3.259	425.13	2	72.91	0.677	3.507
COc1ccc(/C=N/NC(=O)c2cccc(Cl)c2)cc1Cn1cnc([N+](=O)[O-])n1	ZINC06245675	0.111	29	10	1	2.661	414.084	3	124.54	0.358	2.483
Cc1occc1C(=O)Nc1nc(-c2ccc(CC(C)C)cc2)cs1	ZINC06254750	0.263	24	4	1	5.162	340.125	3	55.13	0.671	2.118
CCC(=O)c1ccc(OCC(=O)Nc2ccc(Br)cc2Cl)cc1	ZINC06260177	0.176	23	4	1	4.713	394.992	2	55.4	0.687	1.829
Cc1ccc2c(C(=O)N3CCCC3C)cc(-c3cnn(C)c3)nc2c1C	ZINC63856365	0.381	26	5	0	3.877	348.195	3	51.02	0.683	2.867
CCCCCSc1nc([O-])c(C#N)c(CC)n1	ZINC05238860	0.583	17	4	0	2.267	250.101	1	72.63	0.441	3.14
Cc1ccc(-c2cc(C(=O)Cl)c3cc(Br)ccc3n2)o1	ZINC06278991	0.067	20	3	0	4.945	348.951	3	43.1	0.588	2.307
N#CC1C(SCc2ccc(Cl)cc2)=NC(=O)CC1c1ccc(OCc2ccccc2)cc1	ZINC64062468	0.192	32	4	0	6.405	460.101	3	62.45	0.428	3.148
Cc1nn(Cc2cnn(-c3ccccc3)n2)c(=O)c(C#N)c1C	ZINC58341405	0.188	23	7	0	1.361	306.123	3	89.39	0.736	2.555
Cc1ccc(C(CNC(=O)C(C)S(=O)(=O)C(C)C)[NH+](C)C)cc1	ZINC58379950	0.588	23	5	2	0.509	341.19	1	67.68	0.774	3.976
CCN(CC[NH+](C)C)c1ccc(C(=O)[O-])cc1[N-]S(C)(=O)=O	ZINC33253980	0.5	22	7	1	-1.014	328.133	1	96.05	0.693	4.684
CCOc1ccc(-c2noc(N3CCC(C(=O)NCc4cccs4)CC3)n2)cc1OC	ZINC35375214	0.409	31	8	1	3.738	442.167	3	89.72	0.552	2.406
CC1CCCCN1S(=O)(=O)c1ccc(CC(=O)N2CCCCC2)s1	ZINC35422173	0.706	24	5	0	2.866	370.138	1	57.69	0.813	2.742
Cc1ccnc(N2CCC(C(=O)N3CCC(Cc4ccccc4)CC3)CC2)n1	ZINC35454400	0.522	28	5	0	3.483	378.242	2	49.33	0.799	2.18
CC(C)CCn1c(SCC(=O)Nc2ccc(F)cc2F)nc2c3cccnc3sc2c1=O	ZINC64699929	0.273	32	6	1	5.061	474.1	4	76.88	0.287	2.532
CC(C)c1ccc(NC(=O)Cn2c3nccnc3c(=O)n(CCc3ccccc3)c2=O)cc1	ZINC64775347	0.24	33	8	1	2.958	443.196	4	98.88	0.469	2.28
NS(=O)(=O)c1ccc(CCNC(=O)CSc2nc3ccccc3c(=O)n2Cc2cccs2)cc1	ZINC02970688	0.174	34	8	3	2.605	514.08	4	124.15	0.261	2.312
CC(=O)c1ccc(N2CCN(C(=O)C3Nc4ccccc4S(=O)(=O)N3)CC2)cc1	ZINC64959801	0.3	29	8	2	1.268	414.136	2	98.82	0.743	3.055
COC(=O)C1=CN(c2ccccc2OC)c2ccccc2S1(=O)=O	ZINC64979139	0.118	24	6	0	2.635	345.067	2	72.91	0.794	2.516
Cc1ccc(NC(=O)c2cccc(-c3ccc(S(=O)(=O)N4CCCC4)s3)c2)cc1Cl	ZINC64999769	0.227	30	5	1	5.414	460.068	3	66.48	0.536	2.154
Cn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)Cc4ccc(F)cc4)CC3)ccc21	ZINC65032585	0.3	30	7	0	1.815	449.088	3	79.69	0.613	2.307
Cc1noc(C)c1S(=O)(=O)N1CCC(C(C)C(=O)NCCCN(C)c2ccccc2)CC1	ZINC65061565	0.565	32	8	1	2.971	462.23	2	95.75	0.57	3.021
Cc1ccc(CC(=O)/N=C2/SC3CS(=O)(=O)CC3N2c2ccc(Cl)c(Cl)c2)cc1	ZINC32507379	0.3	29	5	0	4.146	468.014	2	66.81	0.65	3.304
COCCCNC(=O)C1CCCN(C(=O)c2ccc(NC(=O)c3ccccc3Cl)cc2)C1	ZINC21706099	0.375	32	7	2	3.597	457.177	2	87.74	0.578	2.444
Cc1cnn(C(C)C2CC2)c1NC(=O)CN1CCCCCC1=O	ZINC65383197	0.706	23	6	1	2.504	318.206	1	67.23	0.906	3.026
CCCc1cnc(C)nc1N1CCN(Cc2ccccc2)CC1	ZINC65403461	0.474	23	4	0	3.06	310.216	2	32.26	0.84	2.051
CCCOC1CCCN(C(=O)Nc2cccc(N3CCOCC3)c2)C1	ZINC65414923	0.632	25	6	1	2.946	347.221	1	54.04	0.882	2.625
CSCCC1CC(=O)Nc2c1c(C)nn2CC(=O)[O-]	ZINC65426962	0.583	19	6	1	0.12	282.091	1	87.05	0.851	4.074
COc1ccc(OC)c(N2CC(C(=O)N3CCN(C)CC3)CC2=O)c1	ZINC38668074	0.556	25	7	0	0.831	347.185	1	62.32	0.82	2.536
Cc1cc(C2CCCN2C(=O)c2cc(C3CC3)[nH]n2)no1	ZINC44858636	0.533	21	6	1	2.561	286.143	2	75.02	0.939	3.142
CSc1ccc(C(=O)Nc2ccc(C(=O)N3CCCC3)cc2)cn1	ZINC65518650	0.278	24	5	1	3.292	341.12	2	62.3	0.852	1.954
COCCn1cc(C(=O)NNc2ccccc2[N+](=O)[O-])c2ccccc21	ZINC57419842	0.167	26	8	2	2.953	354.133	3	98.43	0.497	2.227
CC1Oc2c(cccc2C(=O)Nc2ccc(Cl)cn2)NC1=O	ZINC65589875	0.133	22	6	2	2.707	317.057	2	80.32	0.888	2.815
CCC(C)[NH+](C)CCNC(=O)NCC(c1ccco1)[NH+]1CCCC1	ZINC66149455	0.722	24	6	4	-0.388	338.268	1	63.15	0.514	5.487
CCn1cc(C(=O)Nc2cnn(CC)c2C(N)=O)c(C)n1	ZINC02781667	0.385	21	8	3	0.779	290.149	2	107.83	0.862	2.547
COc1noc(COc2ccccc2OCC(O)C[NH2+]C(C)(C)C)n1	ZINC05353058	0.529	25	8	3	0.759	352.187	2	103.45	0.698	3.681
CCCC(C(=O)NC1CCCC1)N(Cc1ccc2c(c1)OCO2)C(=O)Cn1nnc(-c2ccc(C)o2)n1	ZINC06501038	0.5	37	11	1	3.227	508.243	3	124.61	0.436	3.294
Cc1ccc(NC(=O)COc2ccccc2OCC(F)(F)F)c(Cl)c1	ZINC66824905	0.235	25	4	1	4.607	373.069	2	47.56	0.769	1.95
N#CC(c1ccc([N+](=O)[O-])cc1)N1N=C(c2ccccc2)CC1c1ccccc1	ZINC06530163	0.13	29	6	0	5.011	382.143	3	82.53	0.44	3.139
O=C(NC1CCCC1)c1ccccc1C(F)(F)F	ZINC06543323	0.462	18	2	1	3.378	257.103	1	29.1	0.847	1.805
Cc1ccccc1-n1c(=O)c2sccc2nc1SCC(=O)Nc1cccc(Cl)c1	ZINC67209139	0.095	29	5	1	5.14	441.037	4	63.99	0.33	2.188
Cc1csc2sc(/C=C(/C#N)S(=O)(=O)c3ccc(Cl)cc3)c(C)c12	ZINC01037827	0.118	24	3	0	5.571	392.972	3	57.93	0.532	3.028
O=C1c2ccccc2S(=O)(=O)N1Cn1nnc2ccccc2c1=O	ZINC06560835	0.067	24	8	0	0.594	342.042	3	102.23	0.688	2.474
COC(=O)c1cc(C2CC(=O)Nc3cc4c(cc32)OCC(=O)N4)ccc1O	ZINC67472950	0.211	27	8	3	1.984	368.101	2	113.96	0.702	3.131
CC(C)(C)OC(=O)N1CCC(C(=O)Nc2nnc(-c3ccc(Cl)cc3)o2)CC1	ZINC06587170	0.474	28	8	1	3.976	406.141	2	97.56	0.799	2.218
Cc1n[nH]c(C)c1C(NS(=O)(=O)N1CCCC1)C(=O)[O-]	ZINC67640949	0.636	20	8	2	-1.252	301.097	1	118.22	0.743	3.54
CC(C)CCC(=O)N1CCOc2c(O)cc(-c3cccc(Cl)c3)cc2C1	ZINC67674611	0.381	26	4	1	4.87	373.144	2	49.77	0.795	2.367
CC(C)(C)c1ncc2c(n1)CN(C(=O)C1CC(=O)c3ccccc31)C2	ZINC67712976	0.4	25	5	0	2.987	335.163	2	63.16	0.795	3.158
CNc1ccc(C)cc1C(=O)N1CCCC2(CC[NH2+]C2)C1	ZINC67726246	0.588	21	4	3	1.226	288.208	1	48.95	0.87	4.183
CCOc1cc(C2C(C(=O)OCCOC)=C(C)N=C3CC(c4ccc(OC)c(OC)c4)CC(=O)C32)ccc1O	ZINC06196060	0.433	39	9	1	4.573	537.236	2	112.88	0.331	3.682
[NH3+]CC(=O)Nc1ccc(-c2cccc(C(F)(F)F)c2)cc1F	ZINC67756513	0.133	22	3	4	2.692	313.096	2	56.74	0.838	2.45
CCNC(=O)C1CC([NH3+])CN1C(=O)c1cc(C(F)(F)F)ccc1Cl	ZINC67770180	0.467	24	5	4	1.32	364.104	1	77.05	0.858	3.59
Cc1cc(C(=O)N2CCCC(c3[nH]ncc3-c3ccc(F)cc3)C2)c(=O)[nH]c1C	ZINC67784111	0.318	29	6	2	3.541	394.181	3	81.85	0.696	3.017
COc1ccc(C(=O)OCC(=O)c2cc(C)c(C)cc2C)cc1OC	ZINC03411960	0.3	25	5	0	3.669	342.147	2	61.83	0.576	1.896
Cc1ccc(NC2(C(=O)NC(C)c3nncn3C)CCCCC2)cc1C	ZINC67804840	0.55	26	6	2	3.424	355.237	2	71.84	0.844	3.05
CN(Cc1ccccc1)C(=O)c1nc2ccccn2c1C[NH+]1CCNC(=O)CC1	ZINC19225357	0.318	29	7	2	0.511	392.209	3	71.15	0.678	3.828
CNC(=O)CN1c2ccccc2C(=O)N(C)C1c1cc(C)c(OC)c(C)c1	ZINC67963547	0.333	27	6	1	2.649	367.19	2	61.88	0.899	3.032
O=C([O-])C[NH+](CC(=O)[O-])C1CCS(=O)(=O)C1	ZINC04013002	0.75	16	7	1	-5.442	250.039	0	118.84	0.461	5.45
CCOc1ccccc1NC(=O)/C=C/c1ccccc1Cl	ZINC00064109	0.118	21	3	1	4.391	301.087	2	38.33	0.796	1.793
CCN(CC)S(=O)(=O)c1ccc2nc(CSc3nnc(-c4cccs4)n3CC)[nH]c2c1	ZINC68680580	0.35	31	8	1	4.226	476.112	4	96.77	0.349	2.616
CCC(C)c1ccccc1N1CC(C(=O)Nc2ccc(S(C)(=O)=O)cc2)CC1=O	ZINC44672896	0.364	29	6	1	3.595	414.161	2	83.55	0.763	2.85
Nc1ccc(OCCOc2ccc(F)cc2)cc1	ZINC06678584	0.143	18	3	2	2.866	247.101	2	44.48	0.647	1.56
O=C(Cn1nccc1-c1ccncc1)NCc1cccs1	ZINC68777270	0.133	21	5	1	2.323	298.089	3	59.81	0.787	2.33
CCCCOc1ccc(C(=O)NCC(=O)NCCOC)cc1	ZINC68846452	0.5	22	6	2	1.358	308.174	1	76.66	0.647	1.742
